,USER_ID,FED_ID,GAME_ID,EVENT_ID,CLIENT_TIME,SERVER_TIME,VERSION,COUNTRY,SESSION_ID,TOKEN,DATA_CENTER_ID,LOAD_TIME,all_id,currency,currency_balance,currency_spent,hard_currency_balance,hard_currency_spent,item_balance,item_level,item_name,item_number,interactiondex01,interactiondex02,purchase_location,realm_id,soft_currency1_balance,soft_currency1_spent,soft_currency2_balance,soft_currency2_spent,soft_currency3_balance,soft_currency3_spent,soft_currency4_balance,soft_currency4_spent,soft_currency5_balance,soft_currency5_spent,soft_currency6_balance,soft_currency6_spent,soft_currency7_balance,soft_currency7_spent,spend_action,target_player_id,tle_event_id
0,6875413134,57e97a4c-4481-11e5-ad12-b8ca3a60b6e4,IOS,Currency spent,2021-06-29 14:35:19,2021-06-29 14:35:22,5.7.0e,RU,5130,97381,eur~gold,2021-06-29 15:38:01.422,18679190,0,0,0,8128881,0,9238664,33,kni_faction_unit_2,491057,80,33,205653,285,1263526765,162421677,138224452213,202407157,115449348426,194747611,109115765067,155866392,21563091781,18263544,709838,0,40053471,0,Heal,0,0
1,6875413134,57e97a4c-4481-11e5-ad12-b8ca3a60b6e4,IOS,Currency spent,2021-06-29 14:35:19,2021-06-29 14:35:22,5.7.0e,RU,5130,97383,eur~gold,2021-06-29 15:38:01.422,18679190,0,0,0,8128881,0,12535496,1,Knights Horsemen,139407,80,33,205653,285,1263526765,0,138224452213,0,115449348426,0,109115765067,0,21563091781,0,709838,0,40053471,0,Heal,0,0
2,6875413134,57e97a4c-4481-11e5-ad12-b8ca3a60b6e4,IOS,Currency spent,2021-06-29 14:35:19,2021-06-29 14:35:22,5.7.0e,RU,5130,97382,eur~gold,2021-06-29 15:38:01.422,18679190,0,0,0,8128881,0,828310,1,Knights Spearmen,328800,80,33,205653,285,1263526765,0,138224452213,0,115449348426,0,109115765067,0,21563091781,0,709838,0,40053471,0,Heal,0,0
3,6875413134,57e97a4c-4481-11e5-ad12-b8ca3a60b6e4,IOS,Currency spent,2021-06-29 14:35:22,2021-06-29 14:35:52,5.7.0e,RU,5130,97384,eur~gold,2021-06-29 15:38:01.422,18679190,0,0,0,8128656,225,1,0,Player Rename,1,80,33,123359,285,1263526765,0,138224452213,0,115449348426,0,109115765067,0,21563091781,0,709838,0,40053471,0,Buy,0,0
4,6875413134,57e97a4c-4481-11e5-ad12-b8ca3a60b6e4,IOS,Currency spent,2021-06-29 19:19:35,2021-06-29 19:19:45,5.7.0e,RU,5138,97469,eur~gold,2021-06-29 20:37:42.185,18679190,0,0,0,8129131,0,0,0,Good Scouting Report,1,80,33,0,285,1263526765,0,138224452213,0,115449348426,0,109115765067,0,21563049281,42500,709978,0,40053471,0,Pay for Scounting,0,0
5,6875413134,57e97a4c-4481-11e5-ad12-b8ca3a60b6e4,IOS,Currency spent,2021-06-29 19:21:16,2021-06-29 19:21:46,5.7.0e,RU,5138,97477,eur~gold,2021-06-29 20:37:42.185,18679190,0,0,0,8124641,4490,1,0,50% March Size Boost,1,80,33,243068,285,1263526765,0,138224452213,0,115449348426,0,109115765067,0,21563049281,0,709978,0,40053471,0,Buy,0,0
6,6875413134,57e97a4c-4481-11e5-ad12-b8ca3a60b6e4,IOS,Currency spent,2021-06-29 19:22:03,2021-06-29 19:22:15,5.7.0e,RU,5138,97485,eur~gold,2021-06-29 20:37:42.185,18679190,0,0,0,8122252,2389,1326048,1,Knights Spearmen,168938,80,33,205652,285,1260823757,2703008,138220397701,4054512,115448334798,1013628,109115765067,0,21562542467,506814,709978,0,40053471,0,Train,0,0
7,6875413134,57e97a4c-4481-11e5-ad12-b8ca3a60b6e4,IOS,Currency spent,2021-06-29 19:22:05,2021-06-29 19:22:15,5.7.0e,RU,5138,97488,eur~gold,2021-06-29 20:37:42.185,18679190,0,0,0,8119863,2389,1494986,1,Knights Spearmen,168938,80,33,205652,285,1258120749,2703008,138216343189,4054512,115447321170,1013628,109115765067,0,21562035653,506814,709978,0,40053471,0,Train,0,0
8,6875413134,57e97a4c-4481-11e5-ad12-b8ca3a60b6e4,IOS,Currency spent,2021-06-29 19:22:06,2021-06-29 19:22:15,5.7.0e,RU,5138,97489,eur~gold,2021-06-29 20:37:42.185,18679190,0,0,0,8117474,2389,1663924,1,Knights Spearmen,168938,80,33,205652,285,1255417741,2703008,138212288677,4054512,115446307542,1013628,109115765067,0,21561528839,506814,709978,0,40053471,0,Train,0,0
9,6875413134,57e97a4c-4481-11e5-ad12-b8ca3a60b6e4,IOS,Currency spent,2021-06-29 19:22:08,2021-06-29 19:22:15,5.7.0e,RU,5138,97490,eur~gold,2021-06-29 20:37:42.185,18679190,0,0,0,8115085,2389,1832862,1,Knights Spearmen,168938,80,33,205652,285,1252714733,2703008,138208234165,4054512,115445293914,1013628,109115765067,0,21561022025,506814,709978,0,40053471,0,Train,0,0
10,6875413134,57e97a4c-4481-11e5-ad12-b8ca3a60b6e4,IOS,Currency spent,2021-06-29 19:22:09,2021-06-29 19:22:15,5.7.0e,RU,5138,97491,eur~gold,2021-06-29 20:37:42.185,18679190,0,0,0,8112696,2389,2001800,1,Knights Spearmen,168938,80,33,205652,285,1250011725,2703008,138204179653,4054512,115444280286,1013628,109115765067,0,21560515211,506814,709978,0,40053471,0,Train,0,0
11,6875413134,57e97a4c-4481-11e5-ad12-b8ca3a60b6e4,IOS,Currency spent,2021-06-29 19:22:11,2021-06-29 19:22:15,5.7.0e,RU,5138,97492,eur~gold,2021-06-29 20:37:42.185,18679190,0,0,0,8110307,2389,2170738,1,Knights Spearmen,168938,80,33,205652,285,1247308717,2703008,138200125141,4054512,115443266658,1013628,109115765067,0,21560008397,506814,709978,0,40053471,0,Train,0,0
12,6875413134,57e97a4c-4481-11e5-ad12-b8ca3a60b6e4,IOS,Currency spent,2021-06-29 19:22:12,2021-06-29 19:22:15,5.7.0e,RU,5138,97493,eur~gold,2021-06-29 20:37:42.185,18679190,0,0,0,8107918,2389,2339676,1,Knights Spearmen,168938,80,33,205652,285,1244605709,2703008,138196070629,4054512,115442253030,1013628,109115765067,0,21559501583,506814,709978,0,40053471,0,Train,0,0
13,6875413134,57e97a4c-4481-11e5-ad12-b8ca3a60b6e4,IOS,Currency spent,2021-06-29 19:22:14,2021-06-29 19:22:45,5.7.0e,RU,5138,97494,eur~gold,2021-06-29 20:37:42.185,18679190,0,0,0,8105529,2389,2508614,1,Knights Spearmen,168938,80,33,205652,285,1241902701,2703008,138192016117,4054512,115441239402,1013628,109115765067,0,21558994769,506814,709978,0,40053471,0,Train,0,0
14,6875413134,57e97a4c-4481-11e5-ad12-b8ca3a60b6e4,IOS,Currency spent,2021-06-29 19:22:16,2021-06-29 19:22:45,5.7.0e,RU,5138,97495,eur~gold,2021-06-29 20:37:42.185,18679190,0,0,0,8103140,2389,2677552,1,Knights Spearmen,168938,80,33,205652,285,1239199693,2703008,138187961605,4054512,115440225774,1013628,109115765067,0,21558487955,506814,709978,0,40053471,0,Train,0,0
